<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
01.12.2020,13:50:00,112257,115266,107946,114559,52
01.12.2020,13:51:00,111538,115171,107914,109894,89
01.12.2020,13:52:00,108297,115059,107916,112445,95
01.12.2020,13:53:00,110290,115157,107925,113926,34
01.12.2020,13:54:00,113525,115287,108210,111574,73
01.12.2020,13:55:00,108437,115276,107989,111829,33
01.12.2020,13:56:00,112719,115239,107909,110930,23
01.12.2020,13:57:00,112670,115238,107916,108216,55
01.12.2020,13:58:00,113236,114858,107930,114402,85
01.12.2020,13:59:00,112972,115251,107963,113193,28
01.12.2020,14:00:00,109151,115232,107948,114028,58
01.12.2020,14:01:00,108215,115260,107954,110954,42
01.12.2020,14:02:00,109425,114565,108019,108414,79
01.12.2020,14:03:00,109387,115122,107934,110312,73
01.12.2020,14:04:00,110097,115228,107924,111330,88
01.12.2020,14:05:00,113088,115259,108119,110749,25
01.12.2020,14:06:00,109123,115054,108079,108434,1
01.12.2020,14:07:00,108741,115234,107949,112652,39
01.12.2020,14:08:00,115097,115232,107936,110604,29
01.12.2020,14:09:00,110121,115248,108184,115174,72
01.12.2020,14:10:00,112445,114848,108114,112893,77
01.12.2020,14:11:00,111281,115180,108107,114183,50
01.12.2020,14:12:00,110583,115171,108064,112817,68
01.12.2020,14:13:00,109751,115117,107903,111932,3
01.12.2020,14:14:00,112062,115164,107909,112743,92
01.12.2020,14:15:00,113417,115293,107971,113557,9
01.12.2020,14:16:00,113023,115019,107902,112862,11
01.12.2020,14:17:00,113235,115148,107922,109335,18
01.12.2020,14:18:00,112738,115186,107936,114108,58
01.12.2020,14:19:00,113166,115201,107941,109592,62
01.12.2020,14:20:00,110008,115243,108106,108941,95
01.12.2020,14:21:00,112951,115289,108411,108694,50
01.12.2020,14:22:00,109320,115048,107962,115048,18
01.12.2020,14:23:00,109284,115279,107979,111486,88
01.12.2020,14:24:00,114326,115231,108074,108619,89
01.12.2020,14:25:00,114762,115284,107980,113435,51
01.12.2020,14:26:00,108578,115215,107985,108696,97
01.12.2020,14:27:00,109594,115267,107910,114502,23
01.12.2020,14:28:00,110328,115046,108006,108015,22
01.12.2020,14:29:00,109993,115175,108133,114802,78
01.12.2020,14:30:00,111478,115283,107918,114221,56
01.12.2020,14:31:00,109337,114639,108089,113164,81
01.12.2020,14:32:00,110373,115168,108181,109510,73
01.12.2020,14:33:00,108398,115233,108110,110467,2
01.12.2020,14:34:00,108709,115165,107988,115060,92
01.12.2020,14:35:00,113632,115223,107986,108080,84
01.12.2020,14:36:00,111643,115203,108123,108129,86
01.12.2020,14:37:00,109444,115075,108164,110369,9
01.12.2020,14:38:00,111821,115255,107950,111925,38
01.12.2020,14:39:00,110024,115144,107952,112745,53
01.12.2020,14:40:00,114701,115222,107909,109037,57
01.12.2020,14:41:00,109948,115160,107904,108234,4
01.12.2020,14:42:00,115055,115278,108071,112141,77
01.12.2020,14:43:00,113617,115264,107950,113393,2
01.12.2020,14:44:00,114798,114967,107999,112747,73
01.12.2020,14:45:00,114128,115224,108557,108557,46
01.12.2020,14:46:00,114969,115257,108162,110907,35
01.12.2020,14:47:00,108493,115188,108052,114525,14
01.12.2020,14:48:00,114215,115129,108233,113080,67
01.12.2020,14:49:00,110558,115282,107954,114374,98
01.12.2020,14:50:00,109201,115130,108003,109040,13
01.12.2020,14:51:00,111430,115069,108006,109956,95
01.12.2020,14:52:00,112447,115275,107917,111338,34
01.12.2020,14:53:00,108390,115117,108140,108673,11
01.12.2020,14:54:00,112795,114983,107975,110090,79
01.12.2020,14:55:00,110427,115164,108324,111291,73
01.12.2020,14:56:00,114970,115159,108018,111527,93
01.12.2020,14:57:00,110931,115027,108066,114317,13
01.12.2020,14:58:00,113641,115252,107923,110560,90
01.12.2020,14:59:00,113379,115204,107915,113397,92
01.12.2020,15:00:00,113852,115131,108075,108652,63
01.12.2020,15:01:00,109820,115238,107907,111109,17
01.12.2020,15:02:00,110149,115234,107937,107937,86
01.12.2020,15:03:00,109549,115281,108042,115149,54
01.12.2020,15:04:00,111681,115237,107955,108795,36
01.12.2020,15:05:00,108690,115108,108321,109438,25
01.12.2020,15:06:00,111526,115289,107900,113992,19
01.12.2020,15:07:00,111053,115299,108009,108009,5
01.12.2020,15:08:00,108245,115236,107903,112167,44
01.12.2020,15:09:00,109180,115297,108052,113457,46
01.12.2020,15:10:00,111505,115152,107950,109181,15
01.12.2020,15:11:00,113642,115174,108356,114963,95
01.12.2020,15:12:00,114347,115018,108028,111743,57
01.12.2020,15:13:00,108070,115279,108064,109381,15
01.12.2020,15:14:00,111409,115238,108093,108660,74
01.12.2020,15:15:00,108006,115262,108006,114524,71
01.12.2020,15:16:00,109466,115288,108067,108529,55
01.12.2020,15:17:00,109272,115137,107968,112179,6
01.12.2020,15:18:00,112221,115246,107961,111552,39
01.12.2020,15:19:00,110664,115297,107929,112806,89
01.12.2020,15:20:00,109241,115193,107928,108802,54
01.12.2020,15:21:00,110749,115171,107911,111569,96
01.12.2020,15:22:00,113065,115210,107922,110384,86
01.12.2020,15:23:00,108344,115230,107980,112854,98
01.12.2020,15:24:00,111378,115172,107940,112650,81
01.12.2020,15:25:00,108090,115164,108008,114885,13
01.12.2020,15:26:00,109555,115165,108111,109778,33
01.12.2020,15:27:00,111845,115271,108003,110729,12
01.12.2020,15:28:00,114738,114932,108011,111090,21
01.12.2020,15:29:00,111416,115230,108037,112101,55
01.12.2020,15:30:00,113705,115192,108010,109515,76
01.12.2020,15:31:00,114727,115271,107968,115271,29
01.12.2020,15:32:00,110823,115043,107960,112864,90
01.12.2020,15:33:00,112700,115288,108159,110398,32
01.12.2020,15:34:00,114119,115283,107953,109977,64
01.12.2020,15:35:00,114668,115176,107909,115012,75
01.12.2020,15:36:00,113694,115213,108077,109671,60
01.12.2020,15:37:00,111634,115196,108189,109374,70
01.12.2020,15:38:00,114637,115262,107966,109071,43
01.12.2020,15:39:00,108329,115254,108081,108810,37
01.12.2020,15:40:00,111806,115132,108007,112707,56
01.12.2020,15:42:00,113093,115230,107903,112146,91
01.12.2020,15:43:00,113909,115281,108013,114800,91
01.12.2020,15:44:00,114882,115138,108024,111026,61
01.12.2020,15:45:00,112150,115280,107974,110549,41
01.12.2020,15:46:00,111633,115012,108032,113251,86
01.12.2020,15:47:00,107935,115198,107935,111154,56
01.12.2020,15:48:00,114030,115279,107982,113997,91
01.12.2020,15:49:00,108041,115057,108033,114219,65
01.12.2020,15:50:00,109068,115254,107945,114668,82
01.12.2020,15:51:00,113343,115183,107972,109793,22
01.12.2020,15:52:00,113856,115286,107937,108749,78
01.12.2020,15:53:00,108110,115272,107996,110605,2
01.12.2020,15:54:00,112026,115299,107926,113003,93
01.12.2020,15:55:00,111344,115232,107967,113522,14
01.12.2020,15:56:00,108265,115229,108241,110116,50
01.12.2020,15:57:00,114985,115232,108131,112244,58
01.12.2020,15:58:00,109718,115283,107936,110093,96
01.12.2020,15:59:00,112863,115002,107921,112916,69
01.12.2020,16:00:00,111855,114787,107953,113491,50
01.12.2020,16:01:00,108964,115292,108083,114409,97
01.12.2020,16:02:00,110783,115219,108222,108372,16
01.12.2020,16:03:00,114131,115053,107948,112466,52
01.12.2020,16:04:00,114450,115196,107918,111104,91
01.12.2020,16:05:00,113405,115245,108078,108078,91
01.12.2020,16:06:00,110695,115275,108165,115177,85
01.12.2020,16:07:00,113997,115199,108514,112639,43
01.12.2020,16:08:00,112579,115184,107944,112626,24
01.12.2020,16:09:00,114512,114951,107910,114951,81
01.12.2020,16:10:00,108606,115141,108011,112682,41
01.12.2020,16:11:00,113310,115192,108123,113084,12
01.12.2020,16:12:00,110579,115297,108001,108291,7
01.12.2020,16:13:00,114533,115155,108004,108278,44
01.12.2020,16:14:00,112118,115204,107927,110876,46
01.12.2020,16:15:00,109029,115187,108440,114202,31
01.12.2020,16:16:00,111035,115290,107930,112321,25
01.12.2020,16:17:00,110744,115202,107908,114839,83
01.12.2020,16:18:00,109437,115228,108074,109970,67
01.12.2020,16:19:00,108429,115228,108171,115147,53
01.12.2020,16:20:00,108181,115251,108181,111736,56
01.12.2020,16:21:00,112603,115284,107969,108934,33
01.12.2020,16:22:00,109114,115287,108082,108992,77
01.12.2020,16:23:00,112050,115266,108143,111020,86
01.12.2020,16:24:00,113056,115287,107910,108953,59
01.12.2020,16:25:00,109386,115222,107950,113734,44
01.12.2020,16:26:00,109602,115030,108003,113261,89
01.12.2020,16:27:00,110991,115016,108142,113139,57
01.12.2020,16:28:00,113969,115211,107902,109839,93
01.12.2020,16:29:00,109182,115283,107997,111063,85
01.12.2020,16:30:00,111733,115284,107960,109101,6
01.12.2020,16:32:00,114108,115055,107919,110159,82
01.12.2020,16:33:00,111767,115016,108109,113857,65
01.12.2020,16:34:00,113805,115107,107944,112133,30
01.12.2020,16:35:00,109976,115068,108050,110235,8
01.12.2020,16:36:00,110708,115188,108150,109100,73
01.12.2020,16:37:00,113671,115288,107973,108293,26
01.12.2020,16:38:00,110148,115297,107965,114620,74
01.12.2020,16:39:00,111629,115206,108038,108519,83
01.12.2020,16:40:00,114911,115173,107939,112800,36
01.12.2020,16:41:00,113672,114962,107951,114184,87
01.12.2020,16:42:00,108603,115289,107943,108372,65
01.12.2020,16:43:00,112624,115258,107958,108557,91
01.12.2020,16:44:00,109182,115245,107919,112383,34
01.12.2020,16:45:00,110911,115140,108043,111300,48
01.12.2020,16:46:00,108835,115271,107928,107928,81
01.12.2020,16:47:00,114968,115145,107917,109026,22
01.12.2020,16:48:00,109652,115170,107901,109727,9
01.12.2020,16:49:00,113477,115088,107984,107984,70
01.12.2020,16:50:00,109544,115230,107936,112122,12
01.12.2020,16:51:00,114490,115205,108027,113777,73
01.12.2020,16:52:00,112164,115188,108309,109919,72
01.12.2020,16:53:00,108002,115249,107965,109990,50
01.12.2020,16:54:00,111978,115008,107958,112400,33
01.12.2020,16:55:00,109296,115102,108238,114244,12
01.12.2020,16:56:00,114182,115280,107907,111569,53
01.12.2020,16:57:00,110347,115287,108747,114567,14
01.12.2020,16:58:00,110328,115212,108288,109050,66
01.12.2020,16:59:00,112337,115294,108051,112237,35
01.12.2020,17:00:00,112897,115282,107915,110297,46
01.12.2020,17:01:00,111311,115289,107941,115148,54
01.12.2020,17:02:00,109634,115278,107946,108850,87
01.12.2020,17:03:00,112225,114965,107958,112880,54
01.12.2020,17:04:00,114244,115257,108092,110946,62
01.12.2020,17:05:00,108423,115274,107950,109435,21
01.12.2020,17:06:00,113829,115242,108149,114085,92
01.12.2020,17:07:00,108610,115274,107937,113608,10
01.12.2020,17:08:00,107943,115258,107943,109639,48
01.12.2020,17:09:00,109804,115144,108062,112631,90
01.12.2020,17:10:00,110203,115169,107968,108358,98
01.12.2020,17:11:00,109607,115118,108021,110609,80
01.12.2020,17:12:00,110593,114968,108076,114119,73
01.12.2020,17:13:00,109337,115021,107917,113634,28
01.12.2020,17:14:00,111999,115098,108243,113646,34
01.12.2020,17:15:00,114909,114918,108051,108051,18
01.12.2020,17:16:00,112783,115147,108022,109313,84
01.12.2020,17:17:00,112831,115159,108080,109682,38
01.12.2020,17:18:00,108624,115177,108028,109879,93
01.12.2020,17:19:00,112122,115188,108171,111533,23
01.12.2020,17:21:00,113461,115244,107922,108753,18
01.12.2020,17:22:00,112750,115242,108228,111718,13
01.12.2020,17:23:00,108760,115119,107924,112029,45
01.12.2020,17:24:00,109027,115226,108363,110212,7
01.12.2020,17:25:00,113569,115253,108076,113387,57
01.12.2020,17:26:00,114492,115244,108067,110721,6
01.12.2020,17:27:00,109239,115092,107906,111864,48
01.12.2020,17:28:00,110791,115028,108160,108815,35
01.12.2020,17:29:00,114619,115228,108124,108616,40
01.12.2020,17:30:00,113262,115006,107941,114861,47
01.12.2020,17:31:00,112059,115266,108219,108239,41
01.12.2020,17:32:00,112540,115165,107968,111366,22
01.12.2020,17:33:00,110145,115274,108122,114825,61
01.12.2020,17:34:00,114907,115178,108023,113069,60
01.12.2020,17:35:00,112739,115141,108102,111888,64
01.12.2020,17:36:00,110595,115152,108261,108833,3
01.12.2020,17:37:00,114762,115062,107984,112797,6
01.12.2020,17:38:00,108147,115272,108019,115192,95
01.12.2020,17:39:00,110114,115240,107929,109592,6
01.12.2020,17:40:00,113738,115233,107957,109422,77
01.12.2020,17:41:00,109805,115206,108157,114036,43
01.12.2020,17:42:00,111300,115211,107923,111370,50
01.12.2020,17:43:00,114410,115206,108159,112591,85
01.12.2020,17:44:00,113936,115232,108199,115059,20
01.12.2020,17:45:00,108710,115202,107943,111206,3
01.12.2020,17:46:00,109930,115290,107929,108581,20
01.12.2020,17:47:00,114273,115033,108014,111682,33
01.12.2020,17:49:00,114720,115170,108190,108513,49
01.12.2020,17:50:00,111594,115270,107934,108406,56
01.12.2020,17:51:00,111025,115068,108199,111866,46
01.12.2020,17:52:00,112536,114873,108063,112049,67
01.12.2020,17:53:00,111160,115282,108584,109664,12
01.12.2020,17:54:00,108827,115198,108019,108864,89
01.12.2020,17:55:00,109173,115287,108155,115033,75
01.12.2020,17:56:00,113830,114771,108200,114114,6
01.12.2020,17:57:00,113422,115242,107986,115242,24
01.12.2020,17:58:00,113640,115213,108069,113720,56
01.12.2020,17:59:00,114354,115297,107952,114847,65
01.12.2020,18:00:00,110385,115150,107922,110825,17
01.12.2020,18:01:00,109019,115268,108080,109979,79
01.12.2020,18:02:00,113375,115194,107937,109828,78
01.12.2020,18:03:00,110757,115243,107932,111664,21
01.12.2020,18:04:00,109532,115236,108261,112251,98
01.12.2020,18:05:00,110006,115156,107902,114246,67
01.12.2020,18:06:00,111095,115165,107944,109766,19
01.12.2020,18:07:00,108901,115141,107933,113938,15
01.12.2020,18:08:00,108885,115160,107947,108114,6
01.12.2020,18:09:00,111360,115291,107969,109330,15
01.12.2020,18:10:00,112239,115051,107940,111068,38
01.12.2020,18:11:00,113296,115040,107940,109034,56
01.12.2020,18:12:00,113085,115195,108068,108815,18
01.12.2020,18:13:00,108370,115236,107935,114832,81
01.12.2020,18:14:00,111953,115272,107987,107987,52
01.12.2020,18:15:00,112105,115275,107961,111845,33
01.12.2020,18:16:00,112076,115007,108029,111688,42
01.12.2020,18:17:00,114171,115036,108038,111560,59
01.12.2020,18:18:00,112379,114894,107967,110825,58
01.12.2020,18:19:00,114530,115289,108001,108303,76
01.12.2020,18:20:00,108176,115126,107985,114176,69
01.12.2020,18:21:00,112355,115296,107933,111422,66
01.12.2020,18:22:00,108433,115255,107901,109467,34
01.12.2020,18:23:00,110571,115191,107962,108322,10
01.12.2020,18:24:00,114143,115270,108192,110749,2
01.12.2020,18:25:00,115005,115292,108209,113863,60
01.12.2020,18:26:00,112809,115210,108240,112534,1
01.12.2020,18:27:00,110946,115213,108126,110170,33
01.12.2020,18:28:00,113970,115181,107961,111106,41
01.12.2020,18:29:00,113580,115236,108154,114881,55
01.12.2020,18:30:00,111174,115234,108162,109207,75
01.12.2020,18:31:00,113089,115251,107956,111945,27
01.12.2020,18:32:00,113974,115132,108080,113520,71
01.12.2020,18:33:00,112088,115268,107999,113196,19
01.12.2020,18:34:00,108904,115212,107901,112424,29
01.12.2020,18:35:00,108102,115115,107991,109215,90
01.12.2020,18:36:00,110103,115060,107928,113583,95
01.12.2020,18:37:00,114600,115237,108043,111455,32
01.12.2020,18:38:00,114748,115159,108266,108486,59
01.12.2020,18:39:00,111022,115294,107920,108531,98
01.12.2020,18:40:00,108257,115201,107961,114983,9
01.12.2020,18:41:00,109812,115035,107910,108769,80
01.12.2020,18:42:00,108387,115272,107952,109720,36
01.12.2020,18:43:00,115008,115177,108228,112882,22
01.12.2020,18:44:00,112960,115223,108199,112225,79
01.12.2020,18:45:00,112300,115142,107982,111804,71
01.12.2020,18:46:00,110010,114941,108045,109066,20
01.12.2020,18:47:00,114715,115264,107935,113099,89
01.12.2020,18:48:00,109875,115284,107999,112204,77
01.12.2020,18:49:00,113978,115193,107963,111666,33
01.12.2020,18:50:00,108761,115155,108192,114922,87
01.12.2020,18:51:00,111013,115213,107975,114525,82
01.12.2020,18:52:00,108062,115203,107922,114800,19
01.12.2020,18:53:00,113917,115254,108012,108012,75
01.12.2020,18:54:00,108562,115256,108086,110100,14
01.12.2020,18:55:00,111207,115107,107914,110500,65
01.12.2020,18:56:00,111868,115148,107936,113849,91
01.12.2020,18:57:00,113916,115257,108111,110309,19
01.12.2020,18:58:00,108501,115292,108146,110632,88
01.12.2020,18:59:00,114838,115255,108076,108076,93
01.12.2020,19:00:00,110284,115297,108225,109947,63
01.12.2020,19:01:00,114344,115295,108023,114934,28
01.12.2020,19:02:00,112779,115079,108093,111238,7
01.12.2020,19:03:00,114268,115046,107970,109828,97
01.12.2020,19:04:00,108276,115209,107911,114196,11
01.12.2020,19:05:00,108529,115144,107983,111048,41
01.12.2020,19:06:00,115290,115290,108096,109454,61
01.12.2020,19:07:00,112856,115293,108041,112370,75
01.12.2020,19:08:00,112285,115285,107963,110540,73
01.12.2020,19:09:00,112619,115278,107912,112913,54
01.12.2020,19:10:00,113768,115104,107982,113100,4
01.12.2020,19:11:00,112317,115261,107923,109261,45
01.12.2020,19:12:00,108712,115268,107959,109941,11
01.12.2020,19:13:00,113043,115183,107923,109961,15
01.12.2020,19:14:00,112949,115240,108248,110780,53
01.12.2020,19:15:00,113082,115229,108013,110702,14
01.12.2020,19:16:00,110224,115274,107913,111710,61
01.12.2020,19:17:00,114153,115031,107994,114046,55
01.12.2020,19:18:00,112438,115134,107916,114193,24
01.12.2020,19:19:00,112453,115241,107937,108892,27
01.12.2020,19:20:00,110689,115293,107927,110139,30
01.12.2020,19:21:00,110276,115202,108006,109827,63
01.12.2020,19:22:00,108370,114828,107999,110561,66
01.12.2020,19:23:00,112694,115161,107909,107909,29
01.12.2020,19:24:00,112775,114944,108083,110817,16
01.12.2020,19:25:00,112188,115287,108138,112900,15
01.12.2020,19:26:00,110802,115230,107906,111403,40
01.12.2020,19:27:00,108640,115293,108158,109292,60
01.12.2020,19:28:00,111990,115202,107969,110750,67
01.12.2020,19:29:00,110868,115261,108086,113622,27
01.12.2020,19:30:00,110436,115174,107930,111411,88
01.12.2020,19:31:00,108651,115078,108104,115078,17
01.12.2020,19:32:00,110569,115274,107926,109990,13
01.12.2020,19:33:00,112075,115262,108082,110128,11
01.12.2020,19:34:00,111914,115297,107980,114962,70
01.12.2020,19:35:00,110199,115275,107934,113093,45
01.12.2020,19:36:00,110106,115147,108091,112562,91
01.12.2020,19:37:00,111337,115269,107960,111742,61
01.12.2020,19:38:00,114778,115171,107968,110068,48
01.12.2020,19:39:00,108118,115255,107942,112036,59
01.12.2020,19:40:00,111708,115289,107918,111666,71
01.12.2020,19:41:00,108656,115268,107934,111082,11
01.12.2020,19:42:00,109116,115292,108014,115254,49
01.12.2020,19:43:00,110390,114874,107998,111037,63
01.12.2020,19:44:00,114774,115288,108010,109676,62
01.12.2020,19:45:00,111990,115259,108134,114838,74
01.12.2020,19:46:00,109041,115256,107923,110339,21
01.12.2020,19:47:00,109709,115297,108104,111558,93
01.12.2020,19:48:00,109848,115197,108044,113858,86
01.12.2020,19:49:00,115297,115297,107993,109981,63
01.12.2020,19:50:00,112181,115264,107981,112312,49
01.12.2020,19:51:00,109896,115256,108069,114035,78
01.12.2020,19:52:00,114667,115237,108026,109726,30
01.12.2020,19:53:00,113165,115244,107929,108885,6
01.12.2020,19:54:00,114926,115197,108054,114060,1
01.12.2020,19:55:00,114960,115266,107917,113346,98
01.12.2020,19:56:00,110525,115237,108115,110693,19
01.12.2020,19:57:00,110692,115190,107952,110621,4
01.12.2020,19:58:00,108240,115042,108240,114420,34
01.12.2020,19:59:00,112903,115193,107933,109971,83
01.12.2020,20:00:00,113130,115262,107906,110249,15
02.12.2020,10:00:00,113791,115245,107999,108178,10
02.12.2020,10:01:00,112223,115230,107936,107936,78
02.12.2020,10:02:00,110367,115005,107941,113222,8
02.12.2020,10:03:00,109586,115030,107980,110428,63
02.12.2020,10:04:00,110594,115004,108002,111162,36
02.12.2020,10:05:00,108759,115237,108070,113942,80
02.12.2020,10:06:00,113083,115247,108194,111546,20
02.12.2020,10:07:00,111900,115150,108195,109972,82
02.12.2020,10:08:00,113891,115244,107946,112605,22
02.12.2020,10:09:00,114423,115292,107934,109371,14
02.12.2020,10:10:00,109118,115125,108300,112202,45
02.12.2020,10:11:00,113830,115255,107964,111852,30
02.12.2020,10:12:00,110536,115153,108028,115153,64
02.12.2020,10:13:00,111310,115147,107947,111252,39
02.12.2020,10:14:00,111976,115117,108044,114188,38
02.12.2020,10:15:00,114447,115114,107983,113557,56
02.12.2020,10:16:00,111677,115111,108002,108647,14
02.12.2020,10:17:00,110646,115157,108086,108693,45
02.12.2020,10:18:00,114781,115058,107997,109657,94
02.12.2020,10:19:00,110081,115243,107986,108692,70
02.12.2020,10:20:00,108654,115276,107931,110583,47
02.12.2020,10:21:00,114195,115282,108283,115043,91
02.12.2020,10:22:00,113934,115254,107919,114631,64
02.12.2020,10:23:00,112516,115289,107960,112872,48
02.12.2020,10:24:00,113698,115052,107959,108774,27
02.12.2020,10:25:00,113678,115036,108014,109634,47
02.12.2020,10:26:00,114074,115163,107987,107987,11
02.12.2020,10:27:00,112522,115290,107922,108189,51
02.12.2020,10:28:00,109624,115200,108436,113053,70
02.12.2020,10:29:00,108130,115283,107925,113977,62
02.12.2020,10:30:00,113862,115033,108027,111626,33
02.12.2020,10:31:00,109238,115097,108161,112804,18
02.12.2020,10:32:00,108261,115211,107969,110482,87
02.12.2020,10:33:00,108937,115298,108505,115298,37
02.12.2020,10:34:00,110781,114888,108066,110540,74
02.12.2020,10:35:00,108017,115186,108017,113930,48
02.12.2020,10:36:00,110471,115183,107961,114211,80
02.12.2020,10:37:00,108193,115276,108003,112938,69
02.12.2020,10:38:00,108405,115032,108005,113319,15
02.12.2020,10:39:00,109837,115293,108210,114323,82
02.12.2020,10:40:00,112643,115180,107926,107926,17
02.12.2020,10:41:00,110939,115289,107916,109120,35
02.12.2020,10:42:00,110848,114957,108277,114146,20
02.12.2020,10:43:00,108007,115068,107957,109675,32
02.12.2020,10:44:00,108966,114979,108077,109218,45
02.12.2020,10:45:00,112473,115120,108036,108927,63
02.12.2020,10:46:00,108957,115254,107953,113629,73
02.12.2020,10:47:00,110616,115242,108010,109438,27
02.12.2020,10:48:00,109135,115166,108052,108305,69
02.12.2020,10:49:00,111681,115235,107997,110730,37
02.12.2020,10:50:00,112928,114841,108013,114336,13
02.12.2020,10:51:00,114601,115027,108009,110176,19
02.12.2020,10:52:00,110039,115227,107915,109848,53
02.12.2020,10:53:00,114481,114930,107974,108245,73
02.12.2020,10:54:00,109786,115299,108163,113461,27
02.12.2020,10:55:00,114805,115243,107945,114748,10
02.12.2020,10:56:00,111989,115289,108005,113892,17
02.12.2020,10:57:00,113419,115223,108123,111888,78
02.12.2020,10:58:00,108846,115265,108137,111492,31
02.12.2020,10:59:00,114589,115110,108047,112891,2
02.12.2020,11:00:00,111313,115273,108129,114103,91
02.12.2020,11:01:00,113534,115122,107915,110085,44
02.12.2020,11:02:00,110848,115145,107905,110781,75
02.12.2020,11:03:00,108553,115215,108228,115207,83
02.12.2020,11:04:00,112761,115208,108160,113381,3
02.12.2020,11:05:00,112248,115217,108099,114205,34
02.12.2020,11:06:00,115289,115289,107981,112192,18
02.12.2020,11:07:00,112533,115226,108040,109220,21
02.12.2020,11:08:00,112764,115273,107929,115080,24
02.12.2020,11:09:00,112957,114993,107938,109898,8
02.12.2020,11:10:00,108047,115273,107923,113596,18
02.12.2020,11:11:00,115257,115257,107928,115055,44
02.12.2020,11:12:00,113482,115195,107953,113239,59
02.12.2020,11:13:00,111950,115192,108164,109373,37
02.12.2020,11:14:00,109829,115156,108059,110538,66
02.12.2020,11:15:00,114936,115282,108235,115157,21
02.12.2020,11:16:00,113195,115217,107987,114435,62
02.12.2020,11:17:00,109802,115083,108011,109064,44
02.12.2020,11:18:00,113189,115104,107940,114782,43
02.12.2020,11:19:00,111470,115204,107926,108917,37
02.12.2020,11:20:00,112067,115048,107945,112327,41
02.12.2020,11:21:00,113658,115282,108065,108389,33
02.12.2020,11:22:00,108796,115295,108063,109523,98
02.12.2020,11:23:00,110988,115253,107900,110055,3
02.12.2020,11:24:00,110450,115299,108051,110098,36
02.12.2020,11:25:00,112490,115275,107905,114402,12
02.12.2020,11:26:00,110211,115244,107932,112646,85
02.12.2020,11:27:00,108015,115138,108015,115138,64
02.12.2020,11:28:00,114424,115205,107928,108755,21
02.12.2020,11:29:00,109445,115272,107906,112118,90
02.12.2020,11:30:00,113041,115055,108099,109376,95
02.12.2020,11:31:00,109799,115150,108034,108454,61
02.12.2020,11:32:00,110360,115291,107947,112816,5
02.12.2020,11:33:00,112041,115269,107944,113589,87
02.12.2020,11:34:00,112748,115174,108033,112865,93
02.12.2020,11:35:00,109190,115225,107969,114029,40
02.12.2020,11:36:00,112284,115021,107970,110817,98
02.12.2020,11:37:00,109715,115144,107993,114071,36
02.12.2020,11:38:00,112577,115275,107976,110989,64
02.12.2020,11:39:00,110684,114890,107903,113656,53
02.12.2020,11:40:00,107926,114585,107917,113003,67
02.12.2020,11:41:00,111754,115283,107948,109321,85
02.12.2020,11:42:00,114222,115285,107941,112644,2
02.12.2020,11:43:00,114894,115286,108010,112750,56
02.12.2020,11:44:00,110648,114996,107913,113733,97
02.12.2020,11:45:00,109587,115140,107985,109071,47
02.12.2020,11:46:00,109996,115127,108033,111537,23
02.12.2020,11:47:00,112733,115283,108169,113063,97
02.12.2020,11:48:00,114965,115058,107965,113798,51
02.12.2020,11:49:00,110520,115267,107916,108521,52
02.12.2020,11:50:00,114725,115265,108136,114490,68
02.12.2020,11:51:00,112114,115285,107904,114814,14
02.12.2020,11:52:00,114675,115255,108019,108452,82
02.12.2020,11:53:00,115031,115192,107987,108887,51
02.12.2020,11:54:00,109393,115057,107915,113041,65
02.12.2020,11:55:00,108409,115160,108200,114170,86
02.12.2020,11:56:00,111801,115143,108061,110978,43
02.12.2020,11:57:00,108486,115198,107956,108687,75
02.12.2020,11:58:00,111457,115172,108042,113309,26
02.12.2020,11:59:00,110970,115229,107903,113021,26
02.12.2020,12:00:00,115090,115247,107924,110554,2
02.12.2020,12:01:00,108870,115196,107937,111252,78
02.12.2020,12:02:00,111126,115236,108276,109229,87
02.12.2020,12:03:00,114129,115058,107958,114371,28
02.12.2020,12:04:00,109104,115018,107943,108946,91
02.12.2020,12:05:00,109617,115297,107925,108167,2
02.12.2020,12:06:00,113521,115187,107930,108978,69
02.12.2020,12:07:00,112161,114942,108201,114635,81
02.12.2020,12:08:00,110951,115125,107983,113717,16
02.12.2020,12:09:00,111662,115275,108093,114605,90
02.12.2020,12:10:00,113351,115014,108003,108558,39
02.12.2020,12:11:00,109704,115230,107987,113211,70
02.12.2020,12:12:00,112527,115162,108018,109103,88
02.12.2020,12:13:00,113585,115270,107937,111863,94
02.12.2020,12:14:00,109052,115016,108021,113434,34
02.12.2020,12:15:00,111161,115275,107951,107951,78
02.12.2020,12:16:00,113206,115191,108018,110556,31
02.12.2020,12:17:00,113362,115179,107960,112178,7
02.12.2020,12:18:00,112639,115257,107915,110596,49
02.12.2020,12:19:00,114637,115245,108191,114699,85
02.12.2020,12:20:00,109163,115267,108003,113710,51
02.12.2020,12:21:00,112319,115154,108148,108750,67
02.12.2020,12:22:00,111704,114888,107944,114657,84
02.12.2020,12:23:00,110338,115189,108025,113945,70
02.12.2020,12:24:00,110942,115129,107961,109305,56
02.12.2020,12:25:00,113306,115254,107917,115017,7
02.12.2020,12:26:00,111349,115125,108042,112182,11
02.12.2020,12:27:00,109641,115285,107953,112177,1
02.12.2020,12:28:00,111045,115172,107968,113738,10
